case_id,name,official_class,primary_body,orbit_status,heliocentric_semimajor_axis_au,heliocentric_a_value_type,primary_orbit_semimajor_axis_km,eccentricity,inclination_deg,orbital_period_days,host_solar_distance_au,frame,epoch_tdb,ephemeris,source_key,source_tier,retrieved_date,notes
P01,Mercury,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,0.38709927,JPL_RAW_APPROX_ELEMENT,,0.20563593,7.00497902,87.96925717,0.38709927,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P02,Venus,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,0.72333566,JPL_RAW_APPROX_ELEMENT,,0.00677672,3.39467605,224.7007992,0.72333566,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P03,Earth,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,1.00000261,JPL_RAW_EM_BARY_PROXY,,0.01671123,-0.00001531,365.2563553,1.00000261,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS_EMB_PROXY,OFFICIAL_JPL,2026-09-24,"Earth-Moon barycenter proxy; J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P04,Mars,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,1.52371034,JPL_RAW_APPROX_ELEMENT,,0.0933941,1.84969142,686.9795859,1.52371034,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P05,Jupiter,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,5.202887,JPL_RAW_APPROX_ELEMENT,,0.04838624,1.30439695,4332.820129,5.202887,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P06,Saturn,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,9.53667594,JPL_RAW_APPROX_ELEMENT,,0.05386179,2.48599187,10755.69864,9.53667594,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P07,Uranus,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,19.18916464,JPL_RAW_APPROX_ELEMENT,,0.04725744,0.77263783,30687.153,19.18916464,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
P08,Neptune,planet,Sun,INGESTED_JPL_APPROX_ELEMENTS,30.06992276,JPL_RAW_APPROX_ELEMENT,,0.00859048,1.77004347,60190.02963,30.06992276,mean ecliptic/equinox J2000,J2000 reference elements,approximate Keplerian fit,JPL_APPROX_PLANET_ELEMENTS,OFFICIAL_JPL,2026-09-24,"J2000 fit 1800-2050; lower-accuracy approximate-elements product, not a Horizons ephemeris."
D01,Ceres,dwarf_planet,Sun,INGESTED_DERIVED_A,2.769920367,DERIVED_KEPLER_FROM_JPL_PERIOD,,,,1683.8025,2.769920367,,,,JPL_PLANET_PHYS_PERIOD,OFFICIAL_JPL,2026-09-24,Heliocentric a derived from JPL sidereal orbital period using a_AU=(P_year)^2/3 under 1-solar-mass Kepler approximation; direct catalog a still preferred for final raw freeze.
D02,Pluto,dwarf_planet,Sun,INGESTED_DERIVED_A,39.46466930,DERIVED_KEPLER_FROM_JPL_PERIOD,,,,90553.01741,39.46466930,,,,JPL_PLANET_PHYS_PERIOD,OFFICIAL_JPL,2026-09-24,Heliocentric a derived from JPL sidereal orbital period using a_AU=(P_year)^2/3 under 1-solar-mass Kepler approximation; direct catalog a still preferred for final raw freeze.
D03,Haumea,dwarf_planet,Sun,INGESTED_DERIVED_A,43.28826264,DERIVED_KEPLER_FROM_JPL_PERIOD,,,,104026.8525,43.28826264,,,,JPL_PLANET_PHYS_PERIOD,OFFICIAL_JPL,2026-09-24,Heliocentric a derived from JPL sidereal orbital period using a_AU=(P_year)^2/3 under 1-solar-mass Kepler approximation; direct catalog a still preferred for final raw freeze.
D04,Makemake,dwarf_planet,Sun,INGESTED_DERIVED_A,45.56182099,DERIVED_KEPLER_FROM_JPL_PERIOD,,,,112328.985,45.56182099,,,,JPL_PLANET_PHYS_PERIOD,OFFICIAL_JPL,2026-09-24,Heliocentric a derived from JPL sidereal orbital period using a_AU=(P_year)^2/3 under 1-solar-mass Kepler approximation; direct catalog a still preferred for final raw freeze.
D05,Eris,dwarf_planet,Sun,INGESTED_DERIVED_A,67.74247706,DERIVED_KEPLER_FROM_JPL_PERIOD,,,,203648.79,67.74247706,,,,JPL_PLANET_PHYS_PERIOD,OFFICIAL_JPL,2026-09-24,Heliocentric a derived from JPL sidereal orbital period using a_AU=(P_year)^2/3 under 1-solar-mass Kepler approximation; direct catalog a still preferred for final raw freeze.
M01,Moon,satellite,Earth,INGESTED_JPL_MEAN_ELEMENTS,,,384400,0.0554,5.16,27.322,1.00000261,ecliptic,2000-01-01.5,DE405/LE405,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M02,Phobos,satellite,Mars,INGESTED_JPL_MEAN_ELEMENTS,,,9375,0.015,1.1,0.3187,1.52371034,Laplace,2000-01-01.5,MAR099,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M03,Deimos,satellite,Mars,INGESTED_JPL_MEAN_ELEMENTS,,,23457,0,1.8,1.2625,1.52371034,Laplace,2000-01-01.5,MAR099,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M04,Io,satellite,Jupiter,INGESTED_JPL_MEAN_ELEMENTS,,,421800,0.004,0,1.762732,5.202887,Laplace,2000-01-01.5,JUP365,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M05,Europa,satellite,Jupiter,INGESTED_JPL_MEAN_ELEMENTS,,,671100,0.009,0.5,3.525463,5.202887,Laplace,2000-01-01.5,JUP365,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M06,Ganymede,satellite,Jupiter,INGESTED_JPL_MEAN_ELEMENTS,,,1070400,0.001,0.2,7.155588,5.202887,Laplace,2000-01-01.5,JUP365,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M07,Callisto,satellite,Jupiter,INGESTED_JPL_MEAN_ELEMENTS,,,1882700,0.007,0.3,16.69044,5.202887,Laplace,2000-01-01.5,JUP365,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M08,Mimas,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,186000,0.02,1.6,0.942422,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M09,Enceladus,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,238400,0.005,0,1.370218,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
