packet_id,family,source_id,tradition_id,passage_locator,source_url,witness_scope,motif_id,state,confidence,rationale,ambiguity_flag
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_DSTR_INUNDATION","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_EXTERMINATORY","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_WARNING","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_SELECTED_SURVIVOR","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_VESSEL","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_HIGH_REFUGE","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_POST_RITUAL","","","",""
"P_FLOOD_SUM","flood","SRC_SUM_FLOOD","SUM_OB","ETCSL 1.7.4 Segment C 1-27 + Segment D 1-11","https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.7.4","in-window","FLOOD_REPOPULATION","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_DSTR_INUNDATION","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_EXTERMINATORY","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_WARNING","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_SELECTED_SURVIVOR","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_VESSEL","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_HIGH_REFUGE","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_POST_RITUAL","","","",""
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_REPOPULATION","","","",""
